Member_number,Date,productId,items,productName,price,order_value
1454,13-01-2015,5,3,rolls/buns,1.2,3.5999999999999996
2256,21-08-2015,69,3,domestic eggs,1.25,3.75
2625,18-11-2015,119,1,long life bakery product,9.9,9.9
4335,05-12-2015,75,3,frozen vegetables,2.5,7.5
3738,24-05-2015,44,2,newspapers,3.2,6.4
2394,19-08-2015,54,2,condensed milk,3.5,7.0
1927,15-05-2015,73,1,oil,3.4,3.4
3681,14-10-2015,75,1,frozen vegetables,2.5,2.5
2435,30-08-2015,4,3,other vegetables,0.8,2.4000000000000004
1728,15-08-2015,58,3,ice cream,1.8,5.4
4708,14-04-2015,25,2,canned beer,1.1,2.2
1010,31-07-2015,5,1,rolls/buns,1.2,1.2
3735,20-04-2015,70,1,margarine,3.5,3.5
3331,19-05-2015,38,1,soda,0.8,0.8
2383,05-10-2015,24,1,pastry,3.1,3.1
1160,20-11-2015,123,2,mustard,5.2,10.4
4890,22-04-2015,4,2,other vegetables,0.8,1.6
3513,29-05-2015,50,1,bottled beer,1.8,1.8
2525,14-01-2015,71,2,shopping bags,5.12,10.24
3708,03-09-2015,154,1,cake bar,2.4,2.4
4746,06-06-2015,2,2,whole milk,1.8,3.6
4784,11-09-2015,114,3,napkins,21.8,65.4
2051,02-01-2015,151,2,cocoa drinks,2.1,4.2
4745,12-04-2015,38,1,soda,0.8,0.8
4364,17-01-2015,34,3,flour,2.1,6.300000000000001
1493,23-02-2015,114,1,napkins,21.8,21.8
1330,18-05-2015,38,3,soda,0.8,2.4000000000000004
1777,10-07-2015,12,3,fruit/vegetable juice,2.1,6.300000000000001
2633,10-07-2015,56,2,white wine,14.2,28.4
1917,23-01-2015,2,2,whole milk,1.8,3.6
4891,09-01-2015,5,3,rolls/buns,1.2,3.5999999999999996
3828,15-06-2015,46,3,pasta,3.1,9.3
2282,11-05-2015,56,3,white wine,14.2,42.599999999999994
2743,10-08-2015,65,1,candy,3.6,3.6
2704,18-11-2015,5,2,rolls/buns,1.2,2.4
4170,11-07-2015,12,1,fruit/vegetable juice,2.1,2.1
3867,07-09-2015,74,2,whipped/sour cream,5.5,11.0
2592,23-04-2015,70,1,margarine,3.5,3.5
1894,03-10-2015,38,2,soda,0.8,1.6
2348,08-09-2015,119,3,long life bakery product,9.9,29.700000000000003
3747,24-02-2015,20,3,brown bread,0.8,2.4000000000000004
4220,21-08-2015,5,2,rolls/buns,1.2,2.4
4504,04-09-2015,38,3,soda,0.8,2.4000000000000004
3175,23-11-2015,101,3,canned fish,2.1,6.300000000000001
4240,28-06-2015,71,1,shopping bags,5.12,5.12
4608,25-11-2015,14,2,chocolate,11.5,23.0
3053,03-12-2015,100,3,chewing gum,0.5,1.5
4096,29-06-2015,142,2,seasonal products,5.4,10.8
2517,28-01-2015,39,1,detergent,5.5,5.5
1899,24-10-2015,71,2,shopping bags,5.12,10.24
2934,11-05-2015,14,1,chocolate,11.5,11.5
2508,27-12-2015,85,1,cling film/bags,2.2,2.2
1527,14-05-2015,36,1,frozen meals,9.7,9.7
1431,07-11-2015,15,3,specialty bar,5.2,15.600000000000001
4148,09-02-2015,49,1,beverages,1.1,1.1
3862,05-03-2015,11,2,butter,3.2,6.4
3402,11-04-2015,74,2,whipped/sour cream,5.5,11.0
3178,08-12-2015,115,3,waffles,2.5,7.5
2134,26-09-2015,75,3,frozen vegetables,2.5,7.5
1038,23-04-2015,36,1,frozen meals,9.7,9.7
4780,19-09-2015,45,1,curd,9.8,9.8
1251,26-11-2015,12,1,fruit/vegetable juice,2.1,2.1
4293,30-09-2015,114,3,napkins,21.8,65.4
3676,24-10-2015,132,3,kitchen towels,4.83,14.49
2992,09-11-2015,17,2,bottled water,0.5,1.0
4124,22-05-2015,56,1,white wine,14.2,14.2
4756,18-09-2015,17,1,bottled water,0.5,0.5
1422,04-10-2015,20,2,brown bread,0.8,1.6
1229,20-03-2015,44,2,newspapers,3.2,6.4
4733,19-01-2015,50,2,bottled beer,1.8,3.6
2053,17-09-2015,4,2,other vegetables,0.8,1.6
4230,15-03-2015,20,1,brown bread,0.8,0.8
3968,12-11-2015,83,3,white bread,0.3,0.8999999999999999
4935,02-04-2015,81,1,Instant food products,0.6,0.6
2290,12-01-2015,44,2,newspapers,3.2,6.4
2143,25-07-2015,82,3,pet care,5.8,17.4
3657,22-01-2015,41,1,processed cheese,6.4,6.4
4369,25-08-2015,66,2,onions,1.3,2.6
2639,12-11-2015,45,3,curd,9.8,29.400000000000002
2706,14-08-2015,154,3,cake bar,2.4,7.199999999999999
2133,05-08-2015,71,3,shopping bags,5.12,15.36
3635,23-07-2015,24,1,pastry,3.1,3.1
2734,30-03-2015,5,2,rolls/buns,1.2,2.4
1080,14-05-2015,82,1,pet care,5.8,5.8
4413,11-10-2015,46,1,pasta,3.1,3.1
1729,28-08-2015,164,1,ready soups,3.9,3.9
2167,18-10-2015,61,3,liquor,8.5,25.5
1391,19-03-2015,62,2,pickled vegetables,2.7,5.4
3347,05-06-2015,74,1,whipped/sour cream,5.5,5.5
4091,28-12-2015,69,2,domestic eggs,1.25,2.5
4589,10-07-2015,38,3,soda,0.8,2.4000000000000004
3590,27-02-2015,71,1,shopping bags,5.12,5.12
4147,02-01-2015,104,2,cat food,11.2,22.4
4187,14-09-2015,35,3,sugar,1.2,3.5999999999999996
2613,11-04-2015,83,1,white bread,0.3,0.3
4197,03-11-2015,5,1,rolls/buns,1.2,1.2
4553,13-06-2015,78,2,baking powder,1.8,3.6
3045,26-03-2015,2,2,whole milk,1.8,3.6
2079,19-07-2015,82,1,pet care,5.8,5.8
1108,30-07-2015,71,1,shopping bags,5.12,5.12
4306,26-04-2015,39,3,detergent,5.5,16.5
2761,02-03-2015,20,3,brown bread,0.8,2.4000000000000004
3931,08-03-2015,20,1,brown bread,0.8,0.8
4351,08-05-2015,55,2,cleaner,11.8,23.6
2788,03-09-2015,16,2,butter milk,6.1,12.2
3962,28-05-2015,27,1,coffee,8.5,8.5
3690,21-05-2015,35,3,sugar,1.2,3.5999999999999996
4937,28-06-2015,27,1,coffee,8.5,8.5
2544,20-01-2015,92,2,vinegar,1.5,3.0
2439,31-10-2015,20,1,brown bread,0.8,0.8
2952,11-08-2015,16,1,butter milk,6.1,6.1
1472,19-09-2015,115,3,waffles,2.5,7.5
3781,21-04-2015,49,2,beverages,1.1,2.2
1079,09-09-2015,114,2,napkins,21.8,43.6
4636,05-01-2015,53,1,specialty chocolate,18.8,18.8
4644,25-08-2015,81,2,Instant food products,0.6,1.2
2226,17-02-2015,99,2,canned vegetables,5.7,11.4
4477,15-02-2015,74,2,whipped/sour cream,5.5,11.0
3132,29-08-2015,60,2,cream cheese ,6.3,12.6
4295,24-03-2015,5,3,rolls/buns,1.2,3.5999999999999996
2918,11-12-2015,75,3,frozen vegetables,2.5,7.5
3167,03-02-2015,5,3,rolls/buns,1.2,3.5999999999999996
1993,22-05-2015,115,3,waffles,2.5,7.5
4643,08-08-2015,104,3,cat food,11.2,33.599999999999994
3999,06-02-2015,31,2,curd cheese,9.2,18.4
2625,22-03-2015,60,1,cream cheese ,6.3,6.3
2398,08-01-2015,73,1,oil,3.4,3.4
2945,19-07-2015,115,3,waffles,2.5,7.5
3523,26-04-2015,24,2,pastry,3.1,6.2
1726,26-12-2015,114,3,napkins,21.8,65.4
4540,24-02-2015,32,1,red/blush wine,12.2,12.2
4479,10-02-2015,11,2,butter,3.2,6.4
1472,11-02-2015,4,2,other vegetables,0.8,1.6
1149,12-12-2015,18,2,yogurt,2.2,4.4
2504,02-08-2015,73,1,oil,3.4,3.4
4835,09-12-2015,38,1,soda,0.8,0.8
1832,17-11-2015,129,3,mayonnaise,1.8,5.4
1403,25-03-2015,76,3,sliced cheese,4.2,12.600000000000001
4856,18-01-2015,69,1,domestic eggs,1.25,1.25
3369,22-02-2015,44,3,newspapers,3.2,9.600000000000001
4364,24-12-2015,12,1,fruit/vegetable juice,2.1,2.1
4686,12-11-2015,18,2,yogurt,2.2,4.4
2876,22-03-2015,27,3,coffee,8.5,25.5
1449,26-01-2015,70,1,margarine,3.5,3.5
3499,04-05-2015,64,1,UHT-milk,2.1,2.1
3462,16-05-2015,60,1,cream cheese ,6.3,6.3
1512,23-02-2015,71,3,shopping bags,5.12,15.36
1551,14-01-2015,5,3,rolls/buns,1.2,3.5999999999999996
3993,18-02-2015,12,2,fruit/vegetable juice,2.1,4.2
3494,25-03-2015,38,3,soda,0.8,2.4000000000000004
1819,25-06-2015,40,3,grapes,9.4,28.200000000000003
3581,06-09-2015,91,3,frozen dessert,2.8,8.399999999999999
3763,29-04-2015,34,2,flour,2.1,4.2
2807,03-07-2015,121,2,sweet spreads,5.4,10.8
1133,26-03-2015,114,2,napkins,21.8,43.6
4923,19-04-2015,38,3,soda,0.8,2.4000000000000004
3912,06-01-2015,24,1,pastry,3.1,3.1
4312,19-10-2015,38,3,soda,0.8,2.4000000000000004
3141,13-08-2015,59,2,hard cheese,4.5,9.0
5000,10-02-2015,103,3,semi-finished bread,1.1,3.3000000000000003
3954,21-01-2015,114,3,napkins,21.8,65.4
3928,18-07-2015,39,1,detergent,5.5,5.5
3827,30-09-2015,62,1,pickled vegetables,2.7,2.7
4699,08-02-2015,158,3,flower (seeds),6.8,20.4
4747,08-06-2015,53,2,specialty chocolate,18.8,37.6
3028,09-06-2015,70,3,margarine,3.5,10.5
2851,16-03-2015,138,3,candles,2.7,8.100000000000001
4417,25-02-2015,39,3,detergent,5.5,16.5
3822,07-03-2015,159,2,rice,11.1,22.2
2288,31-05-2015,32,2,red/blush wine,12.2,24.4
2184,30-06-2015,11,2,butter,3.2,6.4
1345,21-07-2015,38,2,soda,0.8,1.6
4441,09-11-2015,152,2,softener,11.8,23.6
2540,16-02-2015,85,3,cling film/bags,2.2,6.6000000000000005
1997,06-06-2015,62,2,pickled vegetables,2.7,5.4
2294,26-07-2015,32,3,red/blush wine,12.2,36.599999999999994
1523,28-03-2015,136,3,dishes,6.8,20.4
3165,18-08-2015,137,3,male cosmetics,10.6,31.799999999999997
4831,12-04-2015,59,1,hard cheese,4.5,4.5
4073,02-11-2015,44,2,newspapers,3.2,6.4
3661,25-07-2015,75,2,frozen vegetables,2.5,5.0
2019,09-10-2015,138,3,candles,2.7,8.100000000000001
1092,16-05-2015,75,1,frozen vegetables,2.5,2.5
4078,14-11-2015,12,2,fruit/vegetable juice,2.1,4.2
4753,21-06-2015,14,3,chocolate,11.5,34.5
1279,10-09-2015,2,1,whole milk,1.8,1.8
1012,19-11-2015,71,3,shopping bags,5.12,15.36
2362,23-11-2015,20,1,brown bread,0.8,0.8
2789,06-02-2015,74,3,whipped/sour cream,5.5,16.5
3229,07-08-2015,160,2,tea,8.7,17.4
1715,03-05-2015,49,3,beverages,1.1,3.3000000000000003
4351,16-01-2015,88,3,house keeping products,8.5,25.5
4397,27-06-2015,5,1,rolls/buns,1.2,1.2
3653,21-10-2015,91,1,frozen dessert,2.8,2.8
2730,10-11-2015,44,2,newspapers,3.2,6.4
4321,27-10-2015,32,3,red/blush wine,12.2,36.599999999999994
1086,17-11-2015,11,1,butter,3.2,3.2
1708,28-12-2015,5,2,rolls/buns,1.2,2.4
4293,24-08-2015,5,2,rolls/buns,1.2,2.4
4524,22-04-2015,113,1,spices,1.2,1.2
3783,08-03-2015,35,1,sugar,1.2,1.2
1460,24-06-2015,34,3,flour,2.1,6.300000000000001
2960,19-12-2015,69,2,domestic eggs,1.25,2.5
3442,12-10-2015,24,1,pastry,3.1,3.1
4059,07-05-2015,74,2,whipped/sour cream,5.5,11.0
1822,03-03-2015,5,3,rolls/buns,1.2,3.5999999999999996
1584,10-07-2015,35,1,sugar,1.2,1.2
1624,04-02-2015,123,2,mustard,5.2,10.4
4877,06-11-2015,25,1,canned beer,1.1,1.1
1567,11-04-2015,79,3,specialty cheese,12.14,36.42
2018,04-01-2015,38,3,soda,0.8,2.4000000000000004
1182,01-09-2015,128,3,soft cheese,7.2,21.6
3401,02-08-2015,65,3,candy,3.6,10.8
4547,18-01-2015,136,1,dishes,6.8,6.8
3547,21-10-2015,131,1,roll products ,8.6,8.6
4831,06-04-2015,28,2,misc. beverages,1.2,2.4
2851,01-01-2015,12,2,fruit/vegetable juice,2.1,4.2
3072,28-02-2015,15,1,specialty bar,5.2,5.2
1398,15-04-2015,154,1,cake bar,2.4,2.4
1779,28-10-2015,83,2,white bread,0.3,0.6
1823,27-11-2015,114,1,napkins,21.8,21.8
3360,14-11-2015,31,3,curd cheese,9.2,27.599999999999998
1565,15-10-2015,27,3,coffee,8.5,25.5
4321,08-05-2015,115,3,waffles,2.5,7.5
1293,05-03-2015,124,2,specialty fat,4.5,9.0
3331,25-07-2015,71,1,shopping bags,5.12,5.12
2408,19-05-2015,71,2,shopping bags,5.12,10.24
2742,10-10-2015,27,2,coffee,8.5,17.0
3934,01-05-2015,44,1,newspapers,3.2,3.2
4742,22-06-2015,96,2,hygiene articles,7.5,15.0
4405,22-07-2015,38,3,soda,0.8,2.4000000000000004
3229,25-03-2015,70,1,margarine,3.5,3.5
2817,22-12-2015,111,3,brandy,15.8,47.400000000000006
2741,17-02-2015,38,3,soda,0.8,2.4000000000000004
3562,30-12-2015,5,1,rolls/buns,1.2,1.2
4442,10-06-2015,15,3,specialty bar,5.2,15.600000000000001
2022,05-02-2015,5,3,rolls/buns,1.2,3.5999999999999996
4380,03-11-2015,159,3,rice,11.1,33.3
3687,22-12-2015,5,1,rolls/buns,1.2,1.2
2077,07-05-2015,117,1,rum,5.2,5.2
3273,15-03-2015,74,1,whipped/sour cream,5.5,5.5
3736,27-11-2015,34,2,flour,2.1,4.2
3190,28-03-2015,38,3,soda,0.8,2.4000000000000004
3295,28-07-2015,88,2,house keeping products,8.5,17.0
3276,30-06-2015,95,2,frozen fish,5.8,11.6
4405,06-01-2015,96,3,hygiene articles,7.5,22.5
4266,31-07-2015,80,1,salty snack,0.5,0.5
1372,25-06-2015,27,2,coffee,8.5,17.0
1242,13-12-2015,69,1,domestic eggs,1.25,1.25
4820,01-05-2015,38,1,soda,0.8,0.8
4702,08-11-2015,132,3,kitchen towels,4.83,14.49
3687,16-07-2015,74,2,whipped/sour cream,5.5,11.0
4115,20-03-2015,70,2,margarine,3.5,7.0
2236,03-02-2015,36,1,frozen meals,9.7,9.7
1026,15-03-2015,11,3,butter,3.2,9.600000000000001
2678,20-03-2015,5,2,rolls/buns,1.2,2.4
1934,04-08-2015,35,1,sugar,1.2,1.2
3525,14-02-2015,38,1,soda,0.8,0.8
1354,29-11-2015,50,1,bottled beer,1.8,1.8
2782,09-04-2015,15,3,specialty bar,5.2,15.600000000000001
4456,16-05-2015,2,3,whole milk,1.8,5.4
4869,03-04-2015,44,1,newspapers,3.2,3.2
2454,26-08-2015,5,1,rolls/buns,1.2,1.2
4222,20-08-2015,132,3,kitchen towels,4.83,14.49
1358,11-09-2015,74,1,whipped/sour cream,5.5,5.5
3393,15-02-2015,103,1,semi-finished bread,1.1,1.1
1615,03-12-2015,101,3,canned fish,2.1,6.300000000000001
4734,12-07-2015,5,1,rolls/buns,1.2,1.2
4946,04-11-2015,131,1,roll products ,8.6,8.6
2419,22-08-2015,12,1,fruit/vegetable juice,2.1,2.1
4989,03-06-2015,119,3,long life bakery product,9.9,29.700000000000003
2961,27-05-2015,144,3,abrasive cleaner,6.38,19.14
2707,07-03-2015,115,3,waffles,2.5,7.5
2010,06-11-2015,17,2,bottled water,0.5,1.0
1502,16-04-2015,25,2,canned beer,1.1,2.2
2600,29-04-2015,12,2,fruit/vegetable juice,2.1,4.2
3603,30-01-2015,71,2,shopping bags,5.12,10.24
4352,14-04-2015,27,3,coffee,8.5,25.5
1477,16-05-2015,27,1,coffee,8.5,8.5
4938,24-11-2015,71,3,shopping bags,5.12,15.36
2745,27-01-2015,92,2,vinegar,1.5,3.0
2738,09-11-2015,91,3,frozen dessert,2.8,8.399999999999999
4170,19-01-2015,44,1,newspapers,3.2,3.2
3776,17-05-2015,96,2,hygiene articles,7.5,15.0
1062,18-09-2015,71,1,shopping bags,5.12,5.12
1546,03-01-2015,32,1,red/blush wine,12.2,12.2
2020,19-11-2015,96,1,hygiene articles,7.5,7.5
2366,18-01-2015,65,2,candy,3.6,7.2
1107,03-01-2015,71,3,shopping bags,5.12,15.36
1407,29-07-2015,17,2,bottled water,0.5,1.0
3718,26-02-2015,5,2,rolls/buns,1.2,2.4
4808,26-07-2015,70,3,margarine,3.5,10.5
2940,21-05-2015,16,3,butter milk,6.1,18.299999999999997
3048,10-12-2015,96,3,hygiene articles,7.5,22.5
3165,15-06-2015,13,3,packaged fruit/vegetables,3.5,10.5
4306,28-12-2015,142,1,seasonal products,5.4,5.4
4302,05-11-2015,58,2,ice cream,1.8,3.6
4516,29-03-2015,45,2,curd,9.8,19.6
3582,31-03-2015,17,2,bottled water,0.5,1.0
1534,10-07-2015,70,3,margarine,3.5,10.5
1844,24-07-2015,109,2,canned fruit,4.96,9.92
1218,05-07-2015,11,1,butter,3.2,3.2
4482,30-11-2015,75,2,frozen vegetables,2.5,5.0
2574,11-12-2015,96,2,hygiene articles,7.5,15.0
2767,27-01-2015,119,1,long life bakery product,9.9,9.9
2794,29-09-2015,74,1,whipped/sour cream,5.5,5.5
4228,26-03-2015,123,2,mustard,5.2,10.4
3062,08-06-2015,96,3,hygiene articles,7.5,22.5
2365,21-06-2015,59,3,hard cheese,4.5,13.5
3775,07-07-2015,70,2,margarine,3.5,7.0
2232,06-05-2015,128,2,soft cheese,7.2,14.4
4156,03-08-2015,14,2,chocolate,11.5,23.0
3643,20-09-2015,75,2,frozen vegetables,2.5,5.0
3470,04-10-2015,46,3,pasta,3.1,9.3
2602,11-12-2015,71,2,shopping bags,5.12,10.24
4796,10-06-2015,34,1,flour,2.1,2.1
3289,09-08-2015,5,3,rolls/buns,1.2,3.5999999999999996
4470,31-03-2015,89,3,spread cheese,2.5,7.5
2502,07-02-2015,125,1,instant coffee,4.9,4.9
2205,07-03-2015,74,2,whipped/sour cream,5.5,11.0
3201,21-01-2015,97,2,artif. sweetener,2.1,4.2
2882,25-06-2015,136,2,dishes,6.8,13.6
2757,16-12-2015,11,2,butter,3.2,6.4
3679,30-08-2015,71,2,shopping bags,5.12,10.24
2380,12-02-2015,69,1,domestic eggs,1.25,1.25
1825,06-10-2015,4,2,other vegetables,0.8,1.6
2868,18-07-2015,18,1,yogurt,2.2,2.2
2709,20-08-2015,51,1,dessert,1.15,1.15
4585,16-07-2015,49,1,beverages,1.1,1.1
2634,22-04-2015,44,2,newspapers,3.2,6.4
4832,03-12-2015,111,2,brandy,15.8,31.6
2032,28-07-2015,2,3,whole milk,1.8,5.4
2061,27-12-2015,38,3,soda,0.8,2.4000000000000004
2210,13-01-2015,136,1,dishes,6.8,6.8
2346,05-08-2015,44,3,newspapers,3.2,9.600000000000001
4315,26-04-2015,50,1,bottled beer,1.8,1.8
4166,26-07-2015,71,3,shopping bags,5.12,15.36
3907,25-10-2015,89,2,spread cheese,2.5,5.0
2706,22-03-2015,47,2,popcorn,2.4,4.8
2855,05-08-2015,28,1,misc. beverages,1.2,1.2
2074,10-04-2015,77,1,dish cleaner,2.5,2.5
2840,27-05-2015,83,2,white bread,0.3,0.6
2247,31-05-2015,25,2,canned beer,1.1,2.2
4063,14-07-2015,38,2,soda,0.8,1.6
4780,03-07-2015,71,3,shopping bags,5.12,15.36
1081,06-03-2015,24,3,pastry,3.1,9.3
4843,02-03-2015,159,3,rice,11.1,33.3
3246,27-08-2015,27,3,coffee,8.5,25.5
4009,14-07-2015,44,1,newspapers,3.2,3.2
3697,03-10-2015,71,1,shopping bags,5.12,5.12
4579,29-10-2015,51,3,dessert,1.15,3.4499999999999997
3803,06-10-2015,100,1,chewing gum,0.5,0.5
4108,21-07-2015,27,3,coffee,8.5,25.5
1664,01-04-2015,99,3,canned vegetables,5.7,17.1
4179,06-03-2015,24,2,pastry,3.1,6.2
4172,18-02-2015,83,3,white bread,0.3,0.8999999999999999
2851,17-02-2015,12,1,fruit/vegetable juice,2.1,2.1
3385,22-06-2015,74,3,whipped/sour cream,5.5,16.5
1303,08-09-2015,18,2,yogurt,2.2,4.4
4487,22-01-2015,50,1,bottled beer,1.8,1.8
2392,23-03-2015,14,2,chocolate,11.5,23.0
4218,03-10-2015,69,3,domestic eggs,1.25,3.75
2891,02-07-2015,60,3,cream cheese ,6.3,18.9
4474,10-12-2015,39,3,detergent,5.5,16.5
4437,28-07-2015,11,3,butter,3.2,9.600000000000001
2648,08-11-2015,70,1,margarine,3.5,3.5
1081,03-05-2015,78,3,baking powder,1.8,5.4
3071,21-01-2015,5,2,rolls/buns,1.2,2.4
3409,20-05-2015,147,1,cream,5.2,5.2
2768,01-01-2015,6,1,pot plants,3.5,3.5
3424,16-08-2015,16,1,butter milk,6.1,6.1
4610,19-04-2015,45,2,curd,9.8,19.6
3090,04-11-2015,80,2,salty snack,0.5,1.0
4585,01-05-2015,104,2,cat food,11.2,22.4
4388,20-03-2015,44,2,newspapers,3.2,6.4
3751,01-01-2015,136,3,dishes,6.8,20.4
2650,11-05-2015,69,3,domestic eggs,1.25,3.75
2448,08-06-2015,18,2,yogurt,2.2,4.4
2652,26-12-2015,65,2,candy,3.6,7.2
1385,19-11-2015,12,3,fruit/vegetable juice,2.1,6.300000000000001
2960,31-08-2015,75,3,frozen vegetables,2.5,7.5
2736,02-03-2015,2,2,whole milk,1.8,3.6
1768,21-04-2015,83,1,white bread,0.3,0.3
2002,20-10-2015,49,1,beverages,1.1,1.1
3046,18-11-2015,28,2,misc. beverages,1.2,2.4
2284,18-03-2015,5,1,rolls/buns,1.2,1.2
1708,18-09-2015,119,3,long life bakery product,9.9,29.700000000000003
1952,23-11-2015,24,1,pastry,3.1,3.1
3497,08-09-2015,62,2,pickled vegetables,2.7,5.4
1479,14-05-2015,116,1,sauces,2.45,2.45
1237,09-04-2015,35,1,sugar,1.2,1.2
4353,24-08-2015,59,1,hard cheese,4.5,4.5
3528,18-08-2015,69,3,domestic eggs,1.25,3.75
2092,04-09-2015,20,3,brown bread,0.8,2.4000000000000004
2514,02-11-2015,45,3,curd,9.8,29.400000000000002
4790,16-05-2015,71,2,shopping bags,5.12,10.24
1948,25-08-2015,70,1,margarine,3.5,3.5
3581,16-01-2015,63,3,liquor (appetizer),11.2,33.599999999999994
4778,26-03-2015,18,3,yogurt,2.2,6.6000000000000005
2601,26-03-2015,122,1,soups,4.5,4.5
4678,31-03-2015,71,2,shopping bags,5.12,10.24
3642,24-02-2015,38,1,soda,0.8,0.8
2957,19-09-2015,11,2,butter,3.2,6.4
4585,28-09-2015,5,1,rolls/buns,1.2,1.2
3637,10-07-2015,53,3,specialty chocolate,18.8,56.400000000000006
1353,09-02-2015,125,3,instant coffee,4.9,14.700000000000001
3257,13-02-2015,69,3,domestic eggs,1.25,3.75
2524,10-09-2015,2,2,whole milk,1.8,3.6
2035,23-12-2015,115,1,waffles,2.5,2.5
3658,26-09-2015,80,2,salty snack,0.5,1.0
1901,29-11-2015,44,3,newspapers,3.2,9.600000000000001
3247,13-01-2015,35,2,sugar,1.2,2.4
4308,24-01-2015,80,2,salty snack,0.5,1.0
1305,24-05-2015,158,2,flower (seeds),6.8,13.6
1011,09-12-2015,18,1,yogurt,2.2,2.2
2234,29-07-2015,24,2,pastry,3.1,6.2
3744,08-12-2015,69,2,domestic eggs,1.25,2.5
2903,08-08-2015,73,2,oil,3.4,6.8
3036,12-07-2015,25,3,canned beer,1.1,3.3000000000000003
2465,27-12-2015,145,3,syrup,4.3,12.899999999999999
1233,20-03-2015,25,1,canned beer,1.1,1.1
1366,29-05-2015,34,3,flour,2.1,6.300000000000001
3741,06-08-2015,83,1,white bread,0.3,0.3
2230,28-05-2015,34,3,flour,2.1,6.300000000000001
1206,15-05-2015,152,1,softener,11.8,11.8
3690,24-04-2015,5,1,rolls/buns,1.2,1.2
3620,18-06-2015,74,1,whipped/sour cream,5.5,5.5
4759,20-02-2015,70,3,margarine,3.5,10.5
3543,11-10-2015,35,2,sugar,1.2,2.4
2792,29-07-2015,95,3,frozen fish,5.8,17.4
1929,10-07-2015,7,2,citrus fruit,1.5,3.0
2433,23-08-2015,83,3,white bread,0.3,0.8999999999999999
4941,15-01-2015,38,2,soda,0.8,1.6
3547,07-10-2015,11,3,butter,3.2,9.600000000000001
1290,24-04-2015,104,1,cat food,11.2,11.2
4207,28-08-2015,24,1,pastry,3.1,3.1
2107,01-03-2015,38,1,soda,0.8,0.8
3050,11-03-2015,2,2,whole milk,1.8,3.6
3814,21-07-2015,71,2,shopping bags,5.12,10.24
4875,13-09-2015,75,1,frozen vegetables,2.5,2.5
3691,08-08-2015,52,2,dog food,12.6,25.2
2433,14-03-2015,51,1,dessert,1.15,1.15
4757,09-01-2015,158,3,flower (seeds),6.8,20.4
1407,29-04-2015,137,2,male cosmetics,10.6,21.2
4718,12-06-2015,70,2,margarine,3.5,7.0
1240,14-04-2015,78,3,baking powder,1.8,5.4
1792,15-08-2015,41,2,processed cheese,6.4,12.8
4486,09-11-2015,66,2,onions,1.3,2.6
1757,15-06-2015,83,2,white bread,0.3,0.6
2186,01-07-2015,35,3,sugar,1.2,3.5999999999999996
3752,15-04-2015,152,1,softener,11.8,11.8
3051,29-11-2015,5,1,rolls/buns,1.2,1.2
3688,23-10-2015,71,3,shopping bags,5.12,15.36
4676,15-01-2015,71,3,shopping bags,5.12,15.36
2142,25-06-2015,14,3,chocolate,11.5,34.5
4939,29-06-2015,38,1,soda,0.8,0.8
1806,06-07-2015,11,3,butter,3.2,9.600000000000001
1595,05-10-2015,5,1,rolls/buns,1.2,1.2
2086,09-03-2015,72,3,salt,0.7,2.0999999999999996
4251,03-10-2015,122,2,soups,4.5,9.0
2689,30-04-2015,59,1,hard cheese,4.5,4.5
2560,26-11-2015,28,1,misc. beverages,1.2,1.2
2393,17-04-2015,74,3,whipped/sour cream,5.5,16.5
1669,19-08-2015,71,2,shopping bags,5.12,10.24
3500,21-04-2015,69,1,domestic eggs,1.25,1.25
1213,03-03-2015,44,3,newspapers,3.2,9.600000000000001
4598,18-11-2015,96,2,hygiene articles,7.5,15.0
1404,03-05-2015,36,1,frozen meals,9.7,9.7
1693,09-02-2014,5,3,rolls/buns,1.2,3.5999999999999996
4275,30-10-2014,2,2,whole milk,1.8,3.6
1969,05-01-2014,12,1,fruit/vegetable juice,2.1,2.1
3185,12-06-2014,18,1,yogurt,2.2,2.2
3474,29-10-2014,77,2,dish cleaner,2.5,5.0
4828,28-10-2014,60,3,cream cheese ,6.3,18.9
1157,04-10-2014,2,3,whole milk,1.8,5.4
2692,23-06-2014,24,2,pastry,3.1,6.2
3399,25-05-2014,2,1,whole milk,1.8,1.8
3792,30-07-2014,74,2,whipped/sour cream,5.5,11.0
1077,30-08-2014,38,2,soda,0.8,1.6
2711,23-10-2014,98,2,light bulbs,5.7,11.4
2298,02-10-2014,69,1,domestic eggs,1.25,1.25
1991,25-12-2014,12,2,fruit/vegetable juice,2.1,4.2
3821,08-03-2014,125,2,instant coffee,4.9,9.8
1591,29-12-2014,73,1,oil,3.4,3.4
2966,08-10-2014,60,1,cream cheese ,6.3,6.3
3795,04-02-2014,35,2,sugar,1.2,2.4
2970,11-11-2014,100,3,chewing gum,0.5,1.5
4468,02-05-2014,14,2,chocolate,11.5,23.0
1244,25-11-2014,71,1,shopping bags,5.12,5.12
4121,25-07-2014,84,1,female sanitary products,2.5,2.5
3424,08-05-2014,36,1,frozen meals,9.7,9.7
1341,21-04-2014,14,3,chocolate,11.5,34.5
3801,25-08-2014,24,1,pastry,3.1,3.1
2230,24-07-2014,131,3,roll products ,8.6,25.799999999999997
2323,27-12-2014,74,1,whipped/sour cream,5.5,5.5
